year,name,sex,babies
1985,Jordan,F,976
1985,Alana,F,975
1985,Marisa,F,972
1985,Melody,F,967
1985,Rose,F,965
1985,Daisy,F,957
1985,Randi,F,949
1985,Maggie,F,945
1985,Charlotte,F,943
1985,Emma,F,941
1985,Justine,F,939
1985,Britney,F,938
1985,Jeanette,F,934
1985,Lacy,F,934
1985,Elise,F,932
1985,Sylvia,F,929
1985,Rachelle,F,925
1985,Debra,F,915
1985,Charity,F,912
1985,Hope,F,908
1985,Johanna,F,904
1985,Charlene,F,902
1985,Karla,F,901
1985,Gabrielle,F,896
1985,Sonia,F,890
1985,Shelby,F,884
1985,Stacie,F,884
1985,Shelly,F,882
1985,Roxanne,F,879
1985,Kaitlyn,F,878
1985,Kasey,F,876
1985,Jocelyn,F,870
1985,Esther,F,856
1985,Alexandria,F,855
1985,Ellen,F,853
1985,Kerri,F,853
1985,Carol,F,840
1985,Katharine,F,840
1985,Shauna,F,838
1985,Frances,F,834
1985,Annie,F,830
1985,Tabatha,F,829
1985,Alissa,F,823
1985,Sherry,F,822
1985,Chelsey,F,815
1985,Helen,F,809
1985,Traci,F,801
1985,Sonya,F,797
1985,Angelina,F,789
1985,Briana,F,788
1985,Trista,F,788
1985,Bianca,F,787
1985,Leticia,F,784
1985,Tia,F,782
1985,Kristie,F,781
1985,Laurie,F,780
1985,Leigh,F,773
1985,Aubrey,F,770
1985,Elisabeth,F,770
1985,Kelley,F,761
1985,Latisha,F,756
1985,Eva,F,754
1985,India,F,754
1985,Yvonne,F,751
1985,Kirsten,F,750
1985,Miriam,F,744
1985,Anita,F,737
1985,Lorena,F,737
1985,Staci,F,737
1985,Cortney,F,731
1985,Carissa,F,730
1985,Jade,F,725
1985,Camille,F,724
1985,Paige,F,723
1985,Elena,F,722
1985,Brianne,F,721
1985,Dorothy,F,719
1985,Terri,F,712
1985,Gabriela,F,710
1985,Jane,F,709
1985,Tamika,F,704
1985,Chasity,F,703
1985,Jana,F,696
1985,Tracey,F,694
1985,Antoinette,F,691
1985,Jami,F,690
1985,Janice,F,687
1985,Christa,F,683
1985,Tessa,F,683
1985,Yvette,F,681
1985,Elisa,F,678
1985,Breanna,F,673
1985,Kerry,F,672
1985,Maureen,F,672
1985,Rochelle,F,671
1985,Karina,F,670
1985,Alice,F,668
1985,Rhonda,F,668
1985,Keisha,F,667
1985,Irene,F,666
1985,Allyson,F,665
1985,Hayley,F,663
1985,Cecilia,F,657
1985,Elaine,F,657
1985,Annette,F,656
1985,Brandie,F,654
1985,Katy,F,654
1985,Tricia,F,652
1985,Julianne,F,640
1985,Elyse,F,637
1985,Lyndsey,F,635
1985,Clarissa,F,634
1985,Meaghan,F,633
1985,Tanisha,F,631
1985,Kathy,F,617
1985,Jena,F,614
1985,Marisol,F,611
1985,Guadalupe,F,607
1985,Jenifer,F,606
1985,Patrice,F,605
1985,Lynn,F,603
1985,Jasmin,F,602
1985,Sandy,F,602
1985,Ariel,F,600
1985,Sasha,F,599
1985,Juanita,F,598
1985,Ericka,F,597
1985,Jayme,F,595
1985,Kira,F,592
1985,Ruby,F,591
1985,Rita,F,589
1985,Tiara,F,587
1985,Jackie,F,586
1985,Jennie,F,585
1985,Lakeisha,F,580
1985,Destiny,F,572
1985,Hollie,F,572
1985,Leanne,F,572
1985,Ryan,F,570
1985,Shelley,F,570
1985,Amie,F,568
1985,Callie,F,567
1985,Connie,F,567
1985,Sally,F,566
1985,Lesley,F,564
1985,Serena,F,564
1985,Laurel,F,561
1985,Eileen,F,560
1985,Bobbie,F,559
1985,Faith,F,559
1985,Brittani,F,557
1985,Shayla,F,556
1985,Judith,F,552
1985,Alyson,F,549
1985,Ciara,F,549
1985,Alma,F,547
1985,Lillian,F,542
1985,Nora,F,541
1985,Christian,F,538
1985,Chrystal,F,538
1985,Joyce,F,537
1985,Marquita,F,535
1985,Ashlie,F,533
1985,Michael,F,531
1985,Joanne,F,526
1985,Yesenia,F,522
1985,Constance,F,521
1985,Marilyn,F,521
1985,Lena,F,519
1985,Juliana,F,517
1985,Becky,F,516
1985,Isabel,F,516
1985,Nadia,F,515
1985,Shari,F,515
1985,Blair,F,513
1985,Christen,F,512
1985,Rosemary,F,512
1985,Genevieve,F,508
1985,Michaela,F,508
1985,Shayna,F,505
1985,Celeste,F,504
1985,Betty,F,502
1985,Mia,F,498
1985,Norma,F,498
1985,Bridgette,F,496
1985,Sherri,F,494
1985,Shirley,F,494
1985,Noelle,F,493
1985,Alisa,F,492
1985,Chantel,F,492
1985,Jody,F,491
1985,Christin,F,490
1985,Latonya,F,489
1985,Lara,F,487
1985,Lucy,F,485
1985,Beverly,F,481
1985,Elisha,F,481
1985,Audra,F,480
1985,Alejandra,F,478
1985,Tiffani,F,474
1985,Darlene,F,471
1985,Sheri,F,469
1985,Terra,F,469
1985,Iris,F,467
1985,Ashly,F,466
1985,Jean,F,463
1985,Tierra,F,461
1985,Maribel,F,460
1985,Chanel,F,458
1985,Judy,F,458
1985,Cierra,F,456
1985,Brenna,F,453
1985,Larissa,F,453
1985,Kristal,F,452
1985,Gretchen,F,451
1985,Jolene,F,448
1985,Kendall,F,447
1985,Dianna,F,446
1985,Marlene,F,446
1985,Tatiana,F,443
1985,Angie,F,442
1985,Corinne,F,440
1985,Leann,F,440
1985,Sydney,F,438
1985,Belinda,F,437
1985,Lora,F,435
1985,Mackenzie,F,431
1985,Tameka,F,429
1985,Janine,F,426
1985,Josephine,F,423
1985,Blanca,F,421
1985,Bobbi,F,421
1985,Esmeralda,F,418
1985,Ashely,F,417
1985,Cassidy,F,416
1985,Christopher,F,415
1985,Daniela,F,414
1985,Lorraine,F,413
1985,Marisela,F,410
1985,Chandra,F,409
1985,Gwendolyn,F,408
1985,Alaina,F,406
1985,Celia,F,406
1985,Francesca,F,406
1985,Devon,F,405
1985,Fallon,F,405
1985,Mandi,F,405
1985,Vivian,F,405
1985,Carolina,F,403
1985,Raven,F,403
1985,Tania,F,400
1985,Betsy,F,399
1985,Casandra,F,399
1985,Joann,F,399
1985,Tracie,F,398
1985,Margarita,F,396
1985,Sade,F,393
1985,Jacklyn,F,392
1985,Lyndsay,F,392
1985,Marina,F,392
1985,Adrian,F,388
1985,Liliana,F,388
1985,Racheal,F,388
1985,Maegan,F,387
1985,Mollie,F,387
1985,Anastasia,F,386
1985,Santana,F,385
1985,Breanne,F,382
1985,Madeline,F,382
1985,Tiffanie,F,380
1985,Corey,F,379
1985,Melisa,F,379
1985,Ivy,F,378
1985,Lea,F,377
1985,Precious,F,377
1985,Susana,F,374
1985,Caitlyn,F,373
1985,Chiquita,F,373
1985,Tera,F,373
1985,Teri,F,372
1985,Natalia,F,371
1985,Ariana,F,370
1985,Cherie,F,370
1985,Hailey,F,370
1985,Jeannette,F,368
1985,Karissa,F,368
1985,Lakisha,F,368
1985,Lucia,F,367
1985,Kassandra,F,366
1985,Krystina,F,365
1985,Micaela,F,365
1985,Chelsie,F,364
1985,Cathy,F,362
1985,Shante,F,361
1985,Kylie,F,360
1985,Dena,F,358
1985,Mercedes,F,358
1985,Christi,F,357
1985,Clara,F,357
1985,Devin,F,356
1985,Latrice,F,356
1985,Rosanna,F,355
1985,Domonique,F,353
1985,Chloe,F,352
1985,Jodie,F,352
1985,Kacie,F,352
1985,Shaina,F,352
1985,Adrianne,F,351
1985,Alecia,F,349
1985,Kim,F,348
1985,Antonia,F,347
1985,Arlene,F,347
1985,Rocio,F,347
1985,Deidre,F,344
1985,Kimberley,F,343
1985,Mariah,F,342
1985,Shantel,F,342
1985,Tasia,F,341
1985,Leanna,F,340
1985,Aisha,F,339
1985,Lacie,F,339
1985,Lana,F,337
1985,Dayna,F,336
1985,Ginger,F,336
1985,Kyla,F,336
1985,Marianne,F,336
1985,Janna,F,335
1985,Tiana,F,335
1985,Lashonda,F,334
1985,Luz,F,334
1985,Marcia,F,334
1985,Desirae,F,333
1985,Billie,F,331
1985,Angelique,F,330
1985,Kali,F,329
1985,Silvia,F,329
1985,Asia,F,328
1985,Catrina,F,327
1985,Athena,F,326
1985,Maricela,F,323
1985,Keshia,F,321
1985,Nadine,F,321
1985,Shawn,F,321
1985,Maranda,F,320
1985,Tosha,F,320
1985,Joan,F,316
1985,Lynette,F,316
1985,Justina,F,315
1985,Abbey,F,314
1985,Dominque,F,314
1985,Cori,F,313
1985,Kristyn,F,313
1985,Laci,F,312
1985,Debbie,F,311
1985,Lee,F,310
1985,Selena,F,310
1985,Trina,F,309
1985,Bailey,F,308
1985,Joni,F,308
1985,Myra,F,308
1985,Edith,F,307
1985,Julianna,F,307
1985,Arielle,F,306
1985,Octavia,F,306
1985,Kyle,F,303
1985,Sonja,F,303
1985,Elissa,F,302
1985,Jeannie,F,302
1985,Noel,F,301
1985,Janie,F,299
1985,Loren,F,299
1985,Madison,F,299
1985,Sadie,F,299
1985,Kandice,F,298
1985,Alanna,F,297
1985,Linsey,F,296
1985,Beatrice,F,294
1985,Britni,F,294
1985,Darcy,F,294
1985,Matthew,F,294
1985,Corina,F,293
1985,Daniel,F,293
1985,Tori,F,292
1985,Cheri,F,291
1985,David,F,291
1985,Kenya,F,291
1985,Jeanne,F,289
1985,Roberta,F,289
1985,Maritza,F,288
1985,James,F,287
1985,Loretta,F,287
1985,Shameka,F,286
1985,Emilie,F,285
1985,Ladonna,F,283
1985,Araceli,F,282
1985,Dina,F,282
1985,Janette,F,280
1985,Jesse,F,279
1985,Martina,F,279
1985,Nakia,F,279
1985,Savanna,F,279
1985,Daphne,F,276
1985,Joshua,F,276
1985,Kristian,F,276
1985,Bridgett,F,274
1985,Cari,F,274
1985,Brandon,F,273
1985,Deidra,F,273
1985,Marsha,F,273
1985,Celina,F,272
1985,Joelle,F,272
1985,Rhiannon,F,272
1985,Deana,F,271
1985,Georgia,F,271
1985,Eleanor,F,270
1985,Penny,F,270
1985,Shanika,F,269
1985,Bernadette,F,268
1985,Daniella,F,268
1985,Maryann,F,267
1985,Maura,F,267
1985,Noemi,F,267
1985,Princess,F,267
1985,Tarah,F,267
1985,Valarie,F,266
1985,Doris,F,264
1985,Selina,F,264
1985,Ashli,F,263
1985,Sofia,F,263
1985,Holli,F,262
1985,Janell,F,260
1985,Marjorie,F,260
1985,Meghann,F,260
1985,Christal,F,258
1985,Jazmin,F,258
1985,Gladys,F,256
1985,Carina,F,255
1985,Lakesha,F,255
1985,Latosha,F,254
1985,Lizette,F,254
1985,Valencia,F,251
1985,Nicolette,F,250
1985,Peggy,F,250
1985,Ciera,F,249
1985,Lakeshia,F,249
1985,Leeann,F,249
1985,Maya,F,249
1985,Olga,F,249
1985,Beatriz,F,248
1985,Cristal,F,248
1985,Tami,F,248
1985,Jenelle,F,247
1985,Krysta,F,245
1985,Alesha,F,244
1985,Colette,F,244
1985,Liza,F,243
1985,Eliza,F,242
1985,Kristan,F,242
1985,Candy,F,241
1985,Hanna,F,241
1985,Lily,F,241
1985,Lynsey,F,241
1985,Chastity,F,240
1985,Marcella,F,240
1985,Renae,F,240
1985,Adrianna,F,238
1985,Eboni,F,238
1985,Pauline,F,238
1985,Robert,F,238
1985,Shamika,F,238
1985,Aileen,F,237
1985,Delilah,F,237
1985,Kassie,F,237
1985,Kaylee,F,237
1985,Marla,F,237
1985,Shanta,F,237
1985,Sheree,F,237
1985,Felisha,F,236
1985,Gabriella,F,236
1985,Susanna,F,236
1985,Geneva,F,235
1985,Chantelle,F,234
1985,Gillian,F,234
1985,Kimberlee,F,234
1985,Siobhan,F,234
1985,Wanda,F,234
1985,Abbie,F,233
1985,Candis,F,233
1985,John,F,233
1985,Roxana,F,233
1985,Cody,F,232
1985,Dora,F,232
1985,Jeanine,F,232
1985,Giselle,F,231
1985,Lucinda,F,231
1985,Marcie,F,231
1985,Marlena,F,231
1985,Griselda,F,229
1985,Alycia,F,228
1985,Joseph,F,227
1985,Talia,F,227
1985,Magen,F,226
1985,Cristy,F,225
1985,Kirby,F,225
1985,Simone,F,225
1985,Andria,F,224
1985,Kylee,F,224
1985,Valeria,F,224
1985,Fatima,F,223
1985,Kacey,F,223
1985,Kala,F,223
1985,Dara,F,222
1985,Cora,F,221
1985,Josie,F,220
1985,Leila,F,220
1985,Sharonda,F,220
1985,Danelle,F,219
1985,Kia,F,219
1985,Laquita,F,219
1985,Marci,F,219
1985,Chantal,F,218
1985,Tess,F,218
1985,Francine,F,217
1985,Tamra,F,217
1985,Janae,F,216
1985,Ramona,F,215
1985,Stevie,F,215
1985,Kathrine,F,214
1985,Kourtney,F,214
1985,Ingrid,F,213
1985,Kaci,F,213
1985,Shanda,F,213
1985,Brittni,F,212
1985,Glenda,F,212
1985,Kati,F,212
1985,Malinda,F,212
1985,Irma,F,211
1985,Kayleigh,F,211
1985,Mariana,F,211
1985,Britany,F,209
1985,Rikki,F,209
1985,Aurora,F,208
1985,Clare,F,208
1985,Viviana,F,208
1985,Andrew,F,207
1985,Vicki,F,207
1985,Casie,F,206
1985,Sophie,F,206
1985,Venessa,F,206
1985,Kori,F,205
1985,Misti,F,204
1985,Paris,F,204
1985,Perla,F,204
1985,Jeanna,F,203
1985,Jeri,F,203
1985,Mara,F,203
1985,Edna,F,201
1985,Sherrie,F,201
1985,Tanesha,F,201
1985,Lynda,F,200
1985,Marian,F,200
1985,Alexa,F,199
1985,Anthony,F,199
1985,Cameron,F,199
1985,Dolores,F,199
1985,Yadira,F,199
1985,Annmarie,F,198
1985,Emilee,F,198
1985,Lissette,F,198
1985,Sheryl,F,198
1985,Vicky,F,198
1985,Jaimie,F,197
1985,Nathalie,F,197
1985,Corrie,F,196
1985,Karin,F,196
1985,Tyler,F,196
1985,Tyra,F,196
1985,Alyse,F,195
1985,Hallie,F,195
1985,Lourdes,F,195
1985,Reyna,F,195
1985,Gail,F,194
1985,Jesica,F,194
1985,Louise,F,194
1985,Marcy,F,194
1985,Zoe,F,194
1985,Rena,F,193
1985,Shea,F,193
1985,Tabetha,F,193
1985,Cherish,F,192
1985,Elsa,F,192
1985,Rene,F,192
1985,Deirdre,F,191
1985,Elaina,F,191
1985,Deandra,F,190
1985,Rosalinda,F,190
1985,Stacia,F,190
1985,Cathleen,F,189
1985,Kami,F,189
1985,Roxanna,F,189
1985,Tonia,F,188
1985,Danyelle,F,187
1985,Kandace,F,187
1985,Richelle,F,187
1985,Danica,F,186
1985,Helena,F,186
1985,Ashlea,F,185
1985,Brittny,F,185
1985,Chana,F,185
1985,Janel,F,185
1985,Meggan,F,185
1985,Rosemarie,F,185
1985,Alina,F,184
1985,Cory,F,184
1985,Jason,F,184
1985,Mellissa,F,184
1985,Yasmin,F,184
1985,Charmaine,F,183
1985,Delia,F,183
1985,Hilda,F,183
1985,Jessi,F,183
1985,Kaley,F,183
1985,Mckenzie,F,183
1985,Nikole,F,183
1985,William,F,183
1985,Alysha,F,182
1985,Justin,F,182
1985,Melina,F,182
1985,Jonathan,F,181
1985,Niki,F,181
1985,Cecelia,F,180
1985,Demetria,F,180
1985,Graciela,F,180
1985,Keely,F,180
1985,Terry,F,180
1985,Ami,F,179
1985,Felecia,F,179
1985,Cheyenne,F,178
1985,June,F,178
1985,Paola,F,178
1985,Shavon,F,178
1985,Tristan,F,178
1985,Candi,F,177
1985,Sherita,F,177
1985,Sondra,F,177
1985,Carley,F,176
1985,Dannielle,F,176
1985,Darla,F,176
1985,Marta,F,176
1985,Carey,F,175
1985,Cristin,F,175
1985,Adriane,F,174
1985,Jazmine,F,174
1985,Maira,F,174
1985,Shaquita,F,174
1985,Shasta,F,174
1985,Wendi,F,174
1985,Gena,F,173
1985,Jada,F,173
1985,Krysten,F,173
1985,Kyra,F,173
1985,Latoria,F,173
1985,Tana,F,173
1985,Georgina,F,172
1985,Mai,F,172
1985,Monika,F,172
1985,Rebeca,F,172
1985,Shanita,F,172
1985,Brittanie,F,171
1985,Jo,F,171
1985,Lisette,F,171
1985,Magan,F,171
1985,Portia,F,171
1985,Krystin,F,170
1985,Malissa,F,170
1985,Kerrie,F,169
1985,Kiley,F,169
1985,Brynn,F,168
1985,Juliet,F,168
1985,Lia,F,168
1985,Marion,F,168
1985,Stephany,F,168
1985,Cassondra,F,167
1985,Jeana,F,167
1985,Katelin,F,167
1985,Katheryn,F,167
1985,Rosalyn,F,167
1985,Micah,F,166
1985,Tyesha,F,166
1985,Pearl,F,165
1985,Sharita,F,165
1985,Shara,F,164
1985,Ada,F,163
1985,Cathryn,F,163
1985,Eric,F,163
1985,Karly,F,163
1985,Latanya,F,163
1985,Mari,F,163
1985,Susie,F,163
1985,Alena,F,162
1985,Bertha,F,162
1985,Brook,F,162
1985,Carlie,F,162
1985,Corrine,F,162
1985,Nicholas,F,162
1985,Nikita,F,162
1985,Sunny,F,161
1985,Aja,F,160
1985,Markita,F,160
1985,Rosalie,F,160
1985,Violeta,F,160
1985,Ali,F,159
1985,Deena,F,159
1985,Eunice,F,159
1985,Jenni,F,159
1985,Stefani,F,159
1985,Breann,F,158
1985,Brigitte,F,158
1985,Kasie,F,158
1985,Shavonne,F,158
1985,Kacy,F,157
1985,Kirstin,F,157
1985,Shena,F,157
1985,Tisha,F,157
1985,Jessika,F,156
1985,Karrie,F,156
1985,Kelsie,F,156
1985,Mariel,F,156
1985,Salina,F,156
1985,Iesha,F,155
1985,Shira,F,155
1985,Alexia,F,154
1985,Caryn,F,154
1985,Jaqueline,F,154
1985,Kiana,F,154
1985,Leilani,F,154
1985,Mona,F,154
1985,Samatha,F,154
1985,Shantell,F,154
1985,Tammie,F,154
1985,Amberly,F,153
1985,Francisca,F,153
1985,Ida,F,153
1985,Lashanda,F,153
1985,Nia,F,153
1985,Stella,F,153
1985,Annemarie,F,152
1985,Charissa,F,152
1985,Janessa,F,152
1985,Nichelle,F,152
1985,Antionette,F,151
1985,Brandee,F,151
1985,Julissa,F,151
1985,Karyn,F,151
1985,Therese,F,151
1985,Porsha,F,150
1985,Stephaine,F,150
1985,Suzanna,F,150
1985,Elana,F,149
1985,Elvia,F,149
1985,Eve,F,149
1985,Johnna,F,149
1985,Mellisa,F,149
1985,Tenisha,F,149
1985,Damaris,F,148
1985,Joana,F,148
1985,Lindy,F,148
1985,Alexander,F,147
1985,Alia,F,147
1985,Cherise,F,147
1985,Kevin,F,147
1985,Margo,F,147
1985,Shalonda,F,147
1985,Alysia,F,146
1985,Colby,F,146
1985,Ella,F,146
1985,Halley,F,146
1985,Madonna,F,146
1985,Sarina,F,146
1985,Teena,F,146
1985,Bernice,F,145
1985,Liana,F,145
1985,Natashia,F,145
1985,Sommer,F,145
1985,Steven,F,145
1985,Teela,F,145
1985,Nicolle,F,144
1985,Tanika,F,144
1985,Jamila,F,143
1985,Stephenie,F,143
1985,Angelia,F,142
1985,Marcela,F,142
1985,Shanelle,F,142
1985,Tashina,F,142
1985,Violet,F,142
1985,Darci,F,141
1985,Katlyn,F,141
1985,Magdalena,F,141
1985,Shenna,F,141
1985,Tawny,F,141
1985,Jayne,F,140
1985,Katina,F,140
1985,Latesha,F,140
1985,Sue,F,140
1985,Diamond,F,139
1985,Dianne,F,139
1985,Kay,F,139
1985,Natosha,F,139
1985,Renita,F,139
1985,Aaron,F,138
1985,Francis,F,138
1985,Stephani,F,138
1985,Tamera,F,138
1985,Anais,F,137
1985,Brian,F,137
1985,Juana,F,137
1985,Afton,F,136
1985,Shanae,F,136
1985,Shanell,F,136
1985,Vickie,F,136
1985,Ashlyn,F,135
1985,Kesha,F,135
1985,Leona,F,135
1985,Sharee,F,135
1985,Angeline,F,134
1985,Aubree,F,134
1985,Ivory,F,134
1985,Kasandra,F,134
1985,May,F,134
1985,Sarai,F,134
1985,Tianna,F,134
1985,Allie,F,133
1985,Ava,F,133
1985,Karli,F,133
1985,Kiera,F,133
1985,Maxine,F,133
1985,Mikaela,F,133
1985,Shakira,F,133
1985,Timothy,F,133
1985,Annamarie,F,132
1985,Eugenia,F,132
1985,Fawn,F,132
1985,Jammie,F,132
1985,Lila,F,132
1985,Arianna,F,131
1985,Brittaney,F,131
1985,Crystle,F,131
1985,Dulce,F,131
1985,Latia,F,131
1985,Shaniqua,F,131
1985,Shannan,F,131
1985,Ursula,F,131
1985,Yajaira,F,131
1985,Chanelle,F,130
1985,Chaya,F,130
1985,Corinna,F,130
1985,Deanne,F,130
1985,Denisha,F,130
1985,Elsie,F,130
1985,Kandi,F,130
1985,Malia,F,130
1985,Ashton,F,129
1985,Kisha,F,129
1985,Kortney,F,129
1985,Lashawn,F,129
1985,Nicki,F,129
1985,Phyllis,F,129
1985,Rhea,F,129
1985,Shardae,F,129
1985,Tegan,F,129
1985,Vera,F,129
1985,Cali,F,128
1985,Carli,F,128
1985,Christiana,F,128
1985,Lois,F,128
1985,Malorie,F,128
1985,Shequita,F,128
1985,Shonda,F,128
1985,Dionne,F,127
1985,Starla,F,127
1985,Stormy,F,127
1985,Chante,F,126
1985,Chantell,F,126
1985,Crista,F,126
1985,Florence,F,126
1985,Jeannine,F,126
1985,Latricia,F,126
1985,Shellie,F,126
1985,Geraldine,F,125
1985,Kaila,F,125
1985,Luisa,F,125
1985,Roxann,F,125
1985,Shaneka,F,125
1985,Bree,F,124
1985,Danae,F,124
1985,Leandra,F,124
1985,Lynnette,F,124
1985,Nataly,F,124
1985,Shanon,F,124
1985,Sharde,F,124
