name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
HARGRAVE,4677,6930,2.57,59305.43,78.59,17.46,0.63,0.35,1.63,1.34
MILEY,4677,6930,2.57,59308.00,83.87,12.71,0.33,0.32,1.21,1.56
LANGER,4679,6929,2.57,59310.57,96.51,0.49,0.71,0.39,0.95,0.95
WILKIE,4680,6927,2.57,59313.14,87.04,4.11,0.46,4.66,1.79,1.93
YUN,4680,6927,2.57,59315.70,3.33,0.39,94.05,(S),1.93,(S)
CHOE,4682,6926,2.57,59318.27,1.88,0.27,95.16,0.16,2.04,0.49
CHING,4683,6919,2.56,59320.84,9.11,(S),75.00,(S),9.77,4.54
DUGAS,4684,6918,2.56,59323.40,83.72,13.56,0.17,0.26,1.01,1.27
SAUL,4685,6916,2.56,59325.96,84.83,6.75,1.59,1.84,1.63,3.35
CORDER,4686,6912,2.56,59328.53,90.32,5.74,0.39,0.55,1.07,1.92
BOBBITT,4687,6911,2.56,59331.09,71.74,24.57,0.33,0.46,1.27,1.62
GLADDEN,4688,6909,2.56,59333.65,63.29,33.04,0.38,0.30,1.52,1.46
SPURGEON,4688,6909,2.56,59336.21,90.26,5.30,0.39,0.59,1.52,1.94
TIBBS,4690,6908,2.56,59338.77,62.19,33.70,0.42,0.52,2.17,1.00
WOODBURY,4690,6908,2.56,59341.33,84.77,11.00,0.36,0.62,1.45,1.80
MCDANIELS,4692,6907,2.56,59343.89,60.36,33.84,0.45,0.87,2.42,2.07
MCGARRY,4692,6907,2.56,59346.45,95.24,0.75,0.49,0.25,1.35,1.93
WEIGEL,4694,6906,2.56,59349.01,96.97,0.14,0.42,0.29,0.81,1.36
BICKEL,4695,6903,2.56,59351.57,96.73,0.22,0.54,0.65,0.74,1.13
HUGHEY,4696,6901,2.56,59354.13,75.79,20.59,0.45,0.59,1.55,1.03
MICHELS,4696,6901,2.56,59356.69,95.93,0.65,0.35,0.41,0.99,1.68
APPLE,4698,6898,2.56,59359.25,91.97,2.51,0.54,2.55,1.20,1.23
BOSLEY,4698,6898,2.56,59361.80,82.98,13.16,0.38,0.65,1.78,1.04
NESMITH,4698,6898,2.56,59364.36,55.61,38.98,0.58,0.45,1.22,3.16
FARBER,4701,6896,2.56,59366.92,96.17,0.41,0.57,0.07,1.20,1.58
ACKLEY,4702,6895,2.56,59369.47,94.82,0.38,0.39,1.65,1.48,1.28
GOODIN,4703,6894,2.56,59372.03,88.27,7.64,0.62,0.64,1.61,1.22
ALMOND,4704,6893,2.56,59374.58,80.98,15.54,0.39,0.39,1.28,1.42
GARRITY,4705,6890,2.55,59377.14,96.15,0.44,0.42,0.73,0.90,1.36
BETTENCOURT,4706,6888,2.55,59379.69,88.47,0.35,0.89,0.25,4.54,5.50
KOSS,4707,6882,2.55,59382.24,86.36,9.84,0.46,0.42,1.18,1.74
FALCONE,4708,6881,2.55,59384.79,96.06,0.47,0.22,0.20,0.65,2.40
LAVIGNE,4708,6881,2.55,59387.34,91.15,4.90,0.61,0.42,1.80,1.12
NATION,4710,6880,2.55,59389.89,82.01,11.45,0.64,1.95,2.02,1.93
RAINWATER,4710,6880,2.55,59392.44,85.63,4.65,0.52,4.08,3.50,1.61
BLODGETT,4712,6878,2.55,59394.99,94.78,0.80,0.33,1.18,1.37,1.54
DABNEY,4712,6878,2.55,59397.54,40.80,55.03,0.39,0.42,2.09,1.26
MABE,4714,6877,2.55,59400.09,96.57,0.54,0.63,0.71,0.67,0.89
TROWBRIDGE,4715,6876,2.55,59402.64,96.20,0.32,0.41,0.44,1.28,1.35
LUNDQUIST,4716,6875,2.55,59405.19,96.90,0.10,0.57,0.16,1.02,1.25
ROSENBERGER,4716,6875,2.55,59407.74,97.16,0.44,0.29,0.35,0.67,1.09
DOMBROWSKI,4718,6873,2.55,59410.29,97.41,0.12,0.36,0.13,1.06,0.92
FERRO,4719,6872,2.55,59412.83,80.57,0.80,1.08,0.29,1.72,15.54
BOWLIN,4720,6871,2.55,59415.38,93.28,1.99,0.36,0.89,2.21,1.27
EVANGELISTA,4720,6871,2.55,59417.93,42.18,0.35,31.81,0.17,3.04,22.44
MCKELVEY,4722,6870,2.55,59420.47,85.92,11.66,0.20,0.39,0.98,0.84
RODERICK,4723,6867,2.55,59423.02,86.36,5.21,0.70,0.48,4.72,2.53
MICHALSKI,4724,6866,2.55,59425.56,97.12,0.15,0.20,0.26,0.98,1.30
BERKOWITZ,4725,6865,2.54,59428.11,96.98,(S),0.35,(S),1.09,1.28
MAYORGA,4726,6864,2.54,59430.65,5.83,(S),0.36,(S),0.44,93.08
SATO,4726,6864,2.54,59433.20,6.75,0.41,81.45,0.09,6.28,5.03
CORWIN,4728,6863,2.54,59435.74,95.59,0.36,0.63,0.44,1.46,1.53
MCKENNEY,4729,6862,2.54,59438.29,85.16,11.51,0.50,0.44,1.31,1.08
SALYER,4730,6861,2.54,59440.83,95.60,0.58,0.34,0.55,1.24,1.69
ABELL,4731,6860,2.54,59443.37,95.19,1.84,0.31,0.39,0.99,1.28
PALACIO,4731,6860,2.54,59445.92,9.21,3.54,5.22,0.55,1.21,80.26
WALLING,4731,6860,2.54,59448.46,95.36,0.57,0.44,0.63,1.30,1.71
LASH,4734,6856,2.54,59451.00,86.33,10.17,0.42,0.26,1.28,1.53
COLLADO,4735,6854,2.54,59453.54,5.91,0.50,7.60,0.20,0.80,84.99
GASS,4736,6850,2.54,59456.08,88.80,7.68,0.41,0.72,1.05,1.34
COOKSEY,4737,6845,2.54,59458.62,79.74,15.41,0.22,0.98,1.80,1.86
LUIS,4737,6845,2.54,59461.16,25.58,4.49,6.05,0.41,2.91,60.57
MOLL,4739,6844,2.54,59463.69,92.50,1.15,0.96,0.15,1.01,4.22
MIRAMONTES,4740,6841,2.54,59466.23,4.72,(S),(S),0.20,0.56,94.30
LUSTER,4741,6840,2.54,59468.76,47.25,47.49,0.28,0.70,2.46,1.83
SHRADER,4742,6836,2.53,59471.30,96.26,0.32,0.47,0.29,1.29,1.38
TOLIVER,4743,6833,2.53,59473.83,23.06,72.33,0.37,0.19,2.44,1.61
HARD,4744,6831,2.53,59476.36,46.82,5.17,0.88,0.37,1.16,45.62
TU,4745,6826,2.53,59478.89,1.83,(S),94.30,(S),2.48,0.85
MCKOY,4746,6825,2.53,59481.42,12.09,84.18,(S),(S),1.96,1.44
SENA,4746,6825,2.53,59483.95,33.49,1.05,2.37,0.85,2.64,59.59
WAINWRIGHT,4748,6824,2.53,59486.48,78.52,17.31,0.29,0.48,2.14,1.26
BACKUS,4749,6822,2.53,59489.01,87.89,8.05,0.48,0.47,1.72,1.39
BARELA,4749,6822,2.53,59491.54,13.90,0.19,0.66,1.08,1.01,83.16
HOAG,4749,6822,2.53,59494.07,94.53,0.66,1.26,0.75,1.23,1.57
KEISER,4749,6822,2.53,59496.60,95.78,0.48,0.56,0.75,0.98,1.45
HUSKEY,4753,6821,2.53,59499.13,87.19,7.65,0.48,1.73,1.60,1.35
BRANNAN,4754,6820,2.53,59501.66,94.41,1.57,0.44,0.63,1.17,1.77
BRUMLEY,4754,6820,2.53,59504.18,90.82,3.50,0.44,1.50,2.27,1.47
PALM,4754,6820,2.53,59506.71,87.52,8.31,0.82,0.28,0.98,2.08
BOYNTON,4757,6816,2.53,59509.24,84.68,11.78,0.34,0.79,1.34,1.07
KRAUSS,4758,6815,2.53,59511.76,96.43,(S),0.50,(S),0.95,1.78
STEEL,4759,6813,2.53,59514.29,80.48,14.47,0.54,0.78,1.63,2.10
JURADO,4760,6809,2.52,59516.81,6.17,0.25,2.75,0.34,0.35,90.15
MULDER,4760,6809,2.52,59519.34,93.95,2.53,0.76,0.25,1.29,1.22
PATERSON,4760,6809,2.52,59521.86,84.46,11.38,0.68,0.44,1.23,1.81
SMITHSON,4763,6805,2.52,59524.38,89.73,6.27,0.38,0.93,1.47,1.22
WOOLSEY,4763,6805,2.52,59526.91,94.12,0.60,1.15,0.63,1.91,1.59
JOSLIN,4765,6803,2.52,59529.43,92.46,1.38,0.56,0.73,1.71,3.16
RICHMAN,4765,6803,2.52,59531.95,94.78,2.35,0.43,0.21,0.97,1.26
PARTIDA,4767,6797,2.52,59534.47,4.05,0.18,0.37,0.40,0.31,94.70
GRISHAM,4768,6796,2.52,59536.99,90.64,4.62,0.37,0.99,1.94,1.44
WOODEN,4768,6796,2.52,59539.51,52.63,43.30,0.41,0.29,1.94,1.41
GOODING,4770,6795,2.52,59542.03,71.48,23.08,0.34,0.84,2.33,1.94
FANG,4771,6791,2.52,59544.55,3.39,0.49,91.84,0.00,2.59,1.69
MCDADE,4772,6787,2.52,59547.06,67.50,28.94,0.22,0.63,1.50,1.21
SPRIGGS,4773,6778,2.51,59549.57,53.78,41.44,0.24,0.72,2.33,1.49
FISHMAN,4774,6777,2.51,59552.09,96.55,0.56,(S),(S),1.24,1.18
GABEL,4775,6776,2.51,59554.60,96.00,0.65,0.66,0.40,1.12,1.17
RUTKOWSKI,4776,6773,2.51,59557.11,97.30,0.09,0.55,0.07,0.83,1.17
PRIDE,4777,6768,2.51,59559.62,43.84,51.33,0.35,0.34,2.47,1.67
BEALS,4778,6759,2.51,59562.12,87.54,8.42,0.52,0.46,1.49,1.57
GASKIN,4779,6754,2.50,59564.63,49.66,45.00,0.44,0.27,2.34,2.29
FRIDAY,4780,6750,2.50,59567.13,65.17,26.28,0.44,4.47,1.38,2.25
UNDERHILL,4781,6747,2.50,59569.63,93.49,2.15,0.34,0.77,1.53,1.72
MELO,4782,6743,2.50,59572.13,46.02,0.42,2.45,0.19,4.80,46.12
RODAS,4782,6743,2.50,59574.63,10.32,0.34,1.26,0.15,0.59,87.34
SIPES,4784,6740,2.50,59577.13,95.07,1.36,0.45,0.65,1.11,1.35
ZIMMERMANN,4784,6740,2.50,59579.63,95.58,(S),0.76,(S),0.70,2.30
HAIGHT,4786,6739,2.50,59582.12,94.67,1.50,0.50,0.34,1.47,1.51
MOSQUEDA,4786,6739,2.50,59584.62,4.93,0.18,1.66,0.67,0.39,92.18
BEESON,4788,6738,2.50,59587.12,94.72,0.43,0.50,1.13,1.65,1.57
BANKSTON,4789,6736,2.50,59589.62,64.77,30.45,0.42,0.65,2.23,1.48
JUDY,4789,6736,2.50,59592.11,95.06,1.20,0.67,0.92,0.99,1.16
PIEPER,4791,6734,2.50,59594.61,96.69,0.21,0.40,0.31,0.98,1.41
SIEBERT,4791,6734,2.50,59597.11,95.23,2.08,0.76,0.30,0.79,0.85
HORNING,4793,6733,2.50,59599.60,97.45,0.34,0.25,0.42,0.58,0.97
BUTT,4794,6732,2.50,59602.10,64.78,2.78,24.18,0.19,6.36,1.71
BICE,4795,6731,2.50,59604.59,94.22,1.80,0.31,0.82,1.44,1.41
PHILIPS,4796,6729,2.49,59607.09,74.71,17.48,3.06,0.65,2.05,2.05
SILLS,4796,6729,2.49,59609.58,82.55,13.51,0.48,0.45,1.66,1.35
EISENBERG,4798,6728,2.49,59612.08,96.67,0.19,0.64,0.12,1.03,1.35
SCHUMANN,4798,6728,2.49,59614.57,95.72,0.42,0.70,0.19,0.92,2.05
CONGER,4800,6725,2.49,59617.06,94.91,1.43,0.52,0.83,1.17,1.13
BARE,4801,6724,2.49,59619.56,93.80,0.92,0.57,0.62,1.31,2.78
HUME,4801,6724,2.49,59622.05,92.79,2.65,0.91,0.62,1.28,1.75
NOLASCO,4803,6720,2.49,59624.54,6.19,0.30,6.26,0.19,0.61,86.44
TRAINOR,4804,6719,2.49,59627.03,95.09,1.79,0.58,0.18,0.95,1.41
WEATHERLY,4805,6718,2.49,59629.52,83.97,12.19,0.27,0.49,1.38,1.70
HUEBNER,4806,6717,2.49,59632.01,96.69,0.15,0.43,0.27,0.83,1.62
BOSCH,4807,6713,2.49,59634.50,84.49,0.37,0.83,0.37,1.06,12.87
GAYLE,4808,6712,2.49,59636.99,36.43,55.35,0.57,0.27,4.02,3.37
KUHNS,4809,6710,2.49,59639.47,96.39,0.13,0.98,0.33,1.28,0.88
BYRON,4810,6709,2.49,59641.96,80.68,14.41,0.69,0.43,1.45,2.34
GLAZE,4810,6709,2.49,59644.45,74.57,21.17,0.27,0.63,1.39,1.98
POULIN,4812,6704,2.49,59646.93,96.66,0.19,0.42,0.34,0.92,1.46
COMEAUX,4813,6702,2.48,59649.42,79.57,18.19,0.18,0.30,0.94,0.82
ENRIGHT,4813,6702,2.48,59651.90,95.12,0.45,0.70,0.66,1.31,1.76
LARGE,4813,6702,2.48,59654.39,92.03,2.13,0.39,1.39,1.46,2.60
ROUNTREE,4816,6693,2.48,59656.87,72.11,24.22,0.30,0.45,1.60,1.33
TAVAREZ,4817,6690,2.48,59659.35,3.47,0.39,0.21,0.10,0.67,95.16
BEARDSLEY,4818,6689,2.48,59661.83,95.13,0.52,0.48,0.69,1.20,1.99
FEE,4819,6687,2.48,59664.31,91.36,3.33,2.27,0.69,1.20,1.15
RUBINO,4819,6687,2.48,59666.79,93.09,0.31,1.20,0.18,0.90,4.32
GRIDER,4821,6685,2.48,59669.26,88.20,7.67,0.33,0.61,1.65,1.54
BECHTEL,4822,6683,2.48,59671.74,96.84,0.12,0.46,0.12,1.05,1.41
GAONA,4823,6677,2.48,59674.22,5.17,0.19,0.55,0.12,0.15,93.81
WALLIN,4823,6677,2.48,59676.69,95.49,0.37,0.37,0.60,1.45,1.71
MASHBURN,4825,6675,2.47,59679.17,93.96,1.33,0.34,1.30,1.45,1.60
DALRYMPLE,4826,6674,2.47,59681.64,92.34,3.82,0.43,0.40,1.39,1.60
GINGERICH,4826,6674,2.47,59684.11,97.86,(S),(S),0.27,1.02,0.69
HASS,4828,6672,2.47,59686.59,95.20,1.02,0.60,0.52,1.26,1.39
VACCARO,4828,6672,2.47,59689.06,96.07,0.36,0.39,0.13,0.96,2.08
MANZANO,4830,6670,2.47,59691.53,7.36,1.05,15.22,0.21,1.87,74.29
TYNER,4831,6669,2.47,59694.01,75.27,18.44,0.52,2.28,2.17,1.30
LOWELL,4832,6665,2.47,59696.48,93.91,1.82,0.65,0.50,1.46,1.68
LOZA,4832,6665,2.47,59698.95,6.80,0.54,0.48,0.32,0.51,91.36
KAUFMANN,4834,6664,2.47,59701.42,96.31,0.39,0.68,0.18,1.01,1.44
BISCHOFF,4835,6663,2.47,59703.89,95.77,0.20,0.50,0.26,0.96,2.33
DOOLITTLE,4836,6658,2.47,59706.35,92.25,4.01,0.84,0.62,1.17,1.11
SHIVERS,4836,6658,2.47,59708.82,51.64,44.31,0.36,0.39,2.00,1.31
VALENTE,4838,6657,2.47,59711.29,84.41,0.26,1.25,0.17,1.61,12.32
BOZEMAN,4839,6654,2.47,59713.76,70.87,25.77,0.21,0.50,1.59,1.05
FELTS,4840,6652,2.47,59716.22,92.05,5.25,0.32,0.39,0.87,1.13
HOWES,4840,6652,2.47,59718.69,94.50,1.32,0.39,0.83,1.25,1.71
FELLER,4842,6650,2.47,59721.15,96.08,0.57,0.39,0.60,0.98,1.38
JUSTUS,4843,6649,2.46,59723.62,94.93,1.28,0.35,0.51,1.50,1.43
SCHNELL,4844,6647,2.46,59726.08,96.74,0.48,0.51,0.21,0.69,1.37
BOETTCHER,4845,6646,2.46,59728.55,96.75,0.32,0.48,0.50,0.87,1.08
IVORY,4846,6645,2.46,59731.01,21.78,74.79,0.33,0.21,1.70,1.19
CORN,4847,6643,2.46,59733.47,88.94,3.30,0.75,3.04,2.09,1.88
THORSON,4847,6643,2.46,59735.94,96.78,0.26,0.44,0.35,1.08,1.10
BAXLEY,4849,6641,2.46,59738.40,92.46,4.14,0.33,0.95,0.86,1.26
HASTY,4849,6641,2.46,59740.86,85.62,10.60,0.32,0.68,0.95,1.84
HEILMAN,4849,6641,2.46,59743.32,97.21,0.36,0.39,0.23,0.63,1.17
SNOOK,4849,6641,2.46,59745.78,96.40,0.32,0.62,0.54,1.14,0.98
WASSERMAN,4853,6638,2.46,59748.24,96.85,0.29,0.39,0.15,0.83,1.49
BARRINGER,4854,6634,2.46,59750.70,85.66,11.23,0.33,0.33,0.96,1.48
FRANKEL,4855,6633,2.46,59753.16,95.37,0.77,(S),(S),1.58,1.52
PELTIER,4855,6633,2.46,59755.62,84.19,3.06,0.63,8.34,2.08,1.70
GUARINO,4857,6632,2.46,59758.08,95.51,0.20,0.97,0.11,0.97,2.26
AVINA,4858,6631,2.46,59760.54,5.87,0.48,0.44,0.23,0.57,92.41
STURDIVANT,4858,6631,2.46,59762.99,43.13,52.84,0.20,0.77,1.63,1.43
LIEN,4860,6630,2.46,59765.45,68.57,0.15,27.68,0.48,1.63,1.49
MONTEMAYOR,4860,6630,2.46,59767.91,8.63,0.21,7.83,0.09,1.07,82.17
GIDDENS,4862,6629,2.46,59770.37,71.07,23.65,0.38,0.44,1.87,2.59
BURCHFIELD,4863,6628,2.46,59772.82,94.61,2.01,0.39,0.53,1.18,1.28
VALVERDE,4863,6628,2.46,59775.28,10.03,0.44,0.47,0.42,0.54,88.10
HOLBERT,4865,6627,2.46,59777.74,80.53,15.10,0.30,0.47,1.99,1.60
PANG,4865,6627,2.46,59780.19,4.04,0.36,88.47,0.08,5.28,1.77
ROOKS,4867,6625,2.46,59782.65,66.48,28.88,0.41,1.34,1.34,1.55
ERDMAN,4868,6624,2.46,59785.11,97.37,0.24,0.21,0.17,0.66,1.34
MCMASTER,4869,6623,2.46,59787.56,93.82,2.58,0.45,0.41,1.31,1.42
HARTWELL,4870,6621,2.45,59790.02,79.34,16.48,0.39,0.35,1.51,1.93
INIGUEZ,4870,6621,2.45,59792.47,3.23,0.08,0.26,0.17,0.29,95.98
MENCHACA,4872,6618,2.45,59794.92,7.95,0.30,0.35,0.41,0.53,90.47
BORDELON,4873,6616,2.45,59797.38,95.06,2.00,0.24,0.23,0.86,1.62
CHRISMAN,4874,6613,2.45,59799.83,94.66,1.33,0.27,0.51,1.24,1.98
FARKAS,4874,6613,2.45,59802.28,95.71,0.29,0.41,0.14,1.69,1.77
FREDRICK,4876,6612,2.45,59804.73,78.34,17.63,0.59,0.65,1.44,1.35
METZLER,4876,6612,2.45,59807.18,96.29,0.60,0.33,0.17,0.91,1.69
PORTERFIELD,4878,6611,2.45,59809.63,81.85,14.82,0.33,0.38,1.38,1.24
SLAYTON,4879,6609,2.45,59812.08,82.64,12.51,0.41,0.76,1.62,2.06
HEMBREE,4880,6603,2.45,59814.53,95.44,0.65,0.44,1.00,1.41,1.06
PEEL,4880,6603,2.45,59816.98,87.31,8.91,0.56,0.53,1.11,1.59
QUESADA,4880,6603,2.45,59819.42,10.33,0.23,2.33,0.67,0.64,85.81
WOODLEY,4880,6603,2.45,59821.87,49.16,45.36,0.41,0.55,2.01,2.51
MATHER,4884,6602,2.45,59824.32,90.85,1.08,4.48,0.83,1.51,1.24
WALTZ,4884,6602,2.45,59826.77,96.21,1.09,0.59,0.23,0.88,1.00
FORNEY,4886,6600,2.45,59829.21,72.91,23.38,0.58,0.30,1.35,1.48
TOTTEN,4886,6600,2.45,59831.66,82.59,12.44,0.70,0.39,1.89,1.98
WOOLLEY,4888,6598,2.45,59834.11,92.65,3.08,0.44,0.50,1.61,1.73
TROMBLEY,4889,6597,2.45,59836.55,94.77,0.41,0.50,1.77,1.38,1.17
YARBOROUGH,4890,6595,2.44,59839.00,69.23,27.64,0.29,0.49,1.18,1.17
DURR,4891,6594,2.44,59841.44,64.54,31.18,0.64,0.27,1.88,1.49
JAVIER,4891,6594,2.44,59843.88,4.85,1.80,39.72,0.30,3.52,49.80
MACKLIN,4893,6592,2.44,59846.33,42.67,53.09,0.46,0.20,2.12,1.46
MACON,4893,6592,2.44,59848.77,33.92,61.56,0.24,0.83,1.99,1.46
NOVOTNY,4895,6591,2.44,59851.22,97.31,0.23,0.32,0.20,0.80,1.14
AMUNDSON,4896,6589,2.44,59853.66,96.89,0.14,0.47,0.29,1.08,1.14
FLAGG,4896,6589,2.44,59856.10,65.43,30.57,0.53,0.33,1.82,1.32
KIDDER,4896,6589,2.44,59858.54,95.20,0.18,0.67,0.71,1.53,1.70
OXENDINE,4899,6587,2.44,59860.98,22.95,7.89,0.18,63.55,4.48,0.94
ARGUELLO,4900,6585,2.44,59863.43,9.29,0.15,0.32,0.32,0.47,89.45
COUNCIL,4901,6584,2.44,59865.87,35.36,60.92,0.24,0.35,1.66,1.47
MALLETT,4901,6584,2.44,59868.31,71.04,24.68,0.50,0.21,1.28,2.29
MARLER,4901,6584,2.44,59870.75,95.15,0.26,0.32,1.18,1.31,1.78
PENROD,4901,6584,2.44,59873.19,95.50,0.30,0.47,0.38,1.26,2.08
KINARD,4905,6583,2.44,59875.63,66.73,30.29,0.26,0.32,1.20,1.20
BREMER,4906,6581,2.44,59878.07,95.41,0.65,0.67,0.56,0.93,1.78
TOWNE,4906,6581,2.44,59880.51,92.36,1.69,0.71,2.29,1.66,1.29
HARLESS,4908,6580,2.44,59882.95,95.55,0.91,0.38,0.88,1.14,1.14
MERKEL,4909,6577,2.44,59885.38,97.42,0.36,0.33,0.17,0.87,0.85
FIFE,4910,6574,2.44,59887.82,89.06,6.51,0.64,1.08,1.11,1.60
GIESE,4910,6574,2.44,59890.26,97.00,0.12,0.43,0.30,0.76,1.38
BYARS,4912,6573,2.44,59892.70,79.32,16.28,0.32,1.06,1.43,1.58
GRANDE,4913,6572,2.44,59895.13,67.32,0.40,3.32,0.14,1.10,27.74
KUO,4914,6570,2.44,59897.57,2.60,(S),94.02,(S),2.66,0.53
LEVI,4915,6569,2.44,59900.00,72.20,17.67,2.94,2.53,2.41,2.25
DARR,4916,6568,2.43,59902.44,94.03,1.98,0.96,0.44,1.10,1.49
SANABRIA,4917,6566,2.43,59904.87,6.88,1.23,(S),(S),0.58,91.14
POUNDS,4918,6564,2.43,59907.30,70.72,25.66,0.30,0.52,1.71,1.10
BRUSH,4919,6561,2.43,59909.74,94.60,1.71,0.41,0.58,1.28,1.42
KEIM,4919,6561,2.43,59912.17,96.71,0.34,0.50,0.34,0.82,1.30
ROEDER,4919,6561,2.43,59914.60,96.71,0.17,0.37,0.35,0.90,1.51
DREYER,4922,6559,2.43,59917.03,96.78,0.17,0.59,0.26,0.99,1.20
TAVERAS,4922,6559,2.43,59919.46,3.28,0.52,0.23,0.09,0.69,95.20
FURLONG,4924,6558,2.43,59921.89,95.50,0.52,0.37,0.24,1.07,2.30
DORRIS,4925,6556,2.43,59924.32,84.35,11.49,0.72,0.55,1.43,1.46
MUSGROVE,4926,6554,2.43,59926.75,84.53,11.18,0.37,0.82,1.57,1.53
PRIOR,4926,6554,2.43,59929.18,89.41,5.81,0.44,0.58,1.62,2.14
MUNRO,4928,6551,2.43,59931.61,91.79,3.71,0.34,0.60,1.16,2.41
WEILER,4928,6551,2.43,59934.04,96.46,0.34,0.44,0.35,1.02,1.39
LEAKE,4930,6550,2.43,59936.47,72.27,23.69,0.37,0.53,1.40,1.73
MUSICK,4931,6549,2.43,59938.90,95.71,0.29,0.29,0.69,1.27,1.76
VOLLMER,4931,6549,2.43,59941.32,96.49,0.20,0.61,0.27,0.86,1.57
HETRICK,4933,6548,2.43,59943.75,96.85,0.23,0.40,0.27,1.10,1.15
PERDOMO,4934,6544,2.43,59946.18,6.49,0.76,0.11,0.18,0.38,92.07
KESTER,4935,6543,2.43,59948.60,95.11,1.24,0.46,0.95,1.05,1.19
LOCK,4935,6543,2.43,59951.03,78.30,10.82,6.59,0.70,1.65,1.94
BASKIN,4937,6537,2.42,59953.45,59.65,37.11,0.26,0.23,1.70,1.06
PINE,4937,6537,2.42,59955.87,87.64,3.69,1.07,3.12,2.00,2.48
BONHAM,4939,6533,2.42,59958.30,89.77,6.05,0.55,0.64,1.42,1.56
HEFFERNAN,4940,6532,2.42,59960.72,95.65,0.26,0.90,0.20,1.04,1.94
MANDEL,4940,6532,2.42,59963.14,93.71,0.70,1.16,0.18,1.36,2.88
HAMER,4942,6526,2.42,59965.56,77.35,19.18,0.41,0.35,1.36,1.33
SARVER,4942,6526,2.42,59967.98,94.76,2.74,0.38,0.26,0.89,0.97
DUCKETT,4944,6524,2.42,59970.40,62.72,33.31,0.38,0.44,1.93,1.21
DAMATO,4945,6521,2.42,59972.81,94.49,(S),1.18,(S),1.09,3.02
FULCHER,4945,6521,2.42,59975.23,82.73,14.18,0.35,0.32,1.20,1.21
LOZADA,4945,6521,2.42,59977.65,5.69,1.13,6.52,0.15,1.12,85.39
STOCKER,4945,6521,2.42,59980.07,91.44,6.15,0.31,0.15,0.78,1.17
CAMARGO,4949,6520,2.42,59982.48,10.15,0.18,0.34,0.21,0.97,88.14
SHEPHARD,4950,6519,2.42,59984.90,64.34,30.13,0.26,0.81,1.86,2.61
LOFTIS,4951,6518,2.42,59987.32,89.15,6.52,0.40,1.04,1.40,1.49
WINFREY,4951,6518,2.42,59989.73,55.06,40.86,0.26,0.69,1.55,1.58
RUEDA,4953,6513,2.41,59992.15,5.77,(S),1.55,(S),0.43,91.94
LEDEZMA,4954,6512,2.41,59994.56,3.46,0.20,0.17,0.17,0.09,95.92
GOTTLIEB,4955,6511,2.41,59996.97,95.90,0.77,0.61,0.12,0.91,1.69
LAMONT,4955,6511,2.41,59999.39,84.81,7.97,0.40,2.69,1.86,2.27
BOWE,4957,6510,2.41,60001.80,77.83,18.42,0.45,0.29,1.75,1.26
MACKIE,4957,6510,2.41,60004.21,82.80,13.13,0.31,0.49,1.61,1.66
STOCKWELL,4959,6509,2.41,60006.63,94.90,0.49,0.74,0.48,1.38,2.01
GROTH,4960,6508,2.41,60009.04,96.54,0.43,0.51,0.25,0.94,1.34
CHAVIRA,4961,6507,2.41,60011.45,4.83,0.11,0.22,0.28,0.12,94.45
LOHR,4962,6506,2.41,60013.86,96.68,0.71,0.46,0.14,0.71,1.31
LOFTIN,4963,6502,2.41,60016.27,79.31,16.36,0.42,0.72,1.49,1.69
GILMER,4964,6500,2.41,60018.68,77.82,19.02,0.45,0.26,1.51,0.95
CUSHING,4965,6498,2.41,60021.09,96.49,0.17,0.49,0.51,1.17,1.17
BRODY,4966,6494,2.41,60023.50,91.10,5.07,0.65,0.23,1.57,1.39
NOWLIN,4967,6492,2.41,60025.90,73.94,21.01,0.31,1.03,2.14,1.57
HOLIDAY,4968,6491,2.41,60028.31,39.72,48.56,0.32,8.37,1.79,1.25
ARCHIE,4969,6487,2.40,60030.72,18.47,76.04,0.37,1.60,2.25,1.26
SHIRK,4969,6487,2.40,60033.12,97.27,0.63,0.32,0.09,0.82,0.86
HOWERTON,4971,6486,2.40,60035.52,90.38,5.64,0.35,0.86,1.31,1.45
MATTHEW,4971,6486,2.40,60037.93,59.90,29.94,3.92,0.99,2.62,2.64
COPLEY,4973,6485,2.40,60040.33,95.40,1.20,0.39,0.35,0.89,1.76
MARCHESE,4974,6483,2.40,60042.74,94.85,0.20,0.40,0.14,1.11,3.30
ECHEVERRIA,4975,6481,2.40,60045.14,8.44,0.20,0.65,0.20,0.35,90.16
SOPER,4976,6479,2.40,60047.54,96.08,0.22,0.52,0.42,1.56,1.20
CANTWELL,4977,6478,2.40,60049.94,96.05,0.32,0.26,0.68,1.08,1.61
NELMS,4978,6477,2.40,60052.34,77.67,18.57,0.31,0.40,1.25,1.79
TUGGLE,4979,6475,2.40,60054.74,70.93,25.59,0.32,0.59,1.62,0.94
DUMONT,4980,6472,2.40,60057.14,89.99,3.51,0.32,2.07,1.70,2.41
BARD,4981,6470,2.40,60059.54,85.27,6.26,1.04,0.59,1.90,4.95
GOWER,4982,6469,2.40,60061.94,94.33,1.73,0.56,0.97,1.22,1.19
MATHES,4983,6468,2.40,60064.34,88.22,8.40,0.40,0.68,1.21,1.10
YEUNG,4984,6464,2.40,60066.73,1.73,(S),95.96,(S),1.64,0.36
